,age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,is_recid
5725,21,0,6,0,Caucasian,2.0,1.0,0,7,0
5726,26,1,6,0,Caucasian,5.0,0.0,0,6,1
5727,26,1,6,0,Caucasian,5.0,0.0,0,6,1
5728,26,1,6,0,Caucasian,5.0,0.0,0,6,1
5729,36,1,1,0,Caucasian,0.0,1.0,0,1,0
5730,23,1,8,1,African-American,0.0,398.0,0,9,1
5731,23,1,8,1,African-American,0.0,398.0,0,9,1
5732,23,1,8,1,African-American,0.0,398.0,0,9,1
5733,49,1,7,0,Caucasian,1.0,1.0,0,2,1
5734,49,1,7,0,Caucasian,1.0,1.0,0,2,1
5735,49,1,7,0,Caucasian,1.0,1.0,0,2,1
5736,29,1,8,11,African-American,65.0,69.0,0,7,1
5737,29,1,8,11,African-American,65.0,69.0,0,7,1
5738,76,1,1,0,African-American,2.0,1.0,0,1,0
5739,44,1,2,0,Caucasian,1.0,1.0,0,1,1
5740,28,1,3,1,Caucasian,24.0,26.0,0,4,0
5741,27,1,6,2,African-American,0.0,310.0,0,5,1
5742,27,1,6,2,African-American,0.0,310.0,0,5,1
5743,27,1,6,2,African-American,0.0,310.0,0,5,1
5744,52,1,1,2,Hispanic,1.0,1.0,0,1,0
5745,35,0,7,12,African-American,0.0,2.0,0,3,1
5746,35,0,7,12,African-American,0.0,2.0,0,3,1
5747,35,0,7,12,African-American,0.0,2.0,0,3,1
5748,35,0,7,12,African-American,0.0,2.0,0,3,1
5749,35,0,7,12,African-American,0.0,2.0,0,3,1
5750,35,0,7,12,African-American,0.0,2.0,0,3,1
5751,35,0,7,12,African-American,0.0,2.0,0,3,1
5752,36,1,8,19,African-American,0.0,217.0,0,4,1
5753,36,1,8,19,African-American,0.0,217.0,0,4,1
5754,21,1,3,0,African-American,0.0,1.0,0,5,0
5755,46,1,2,2,Caucasian,45.0,1017.0,0,1,0
5756,46,1,2,2,Caucasian,45.0,1017.0,0,1,0
5757,46,1,2,2,Caucasian,45.0,1017.0,0,1,0
5758,34,1,1,3,African-American,0.0,1.0,0,2,0
5759,45,1,3,15,African-American,0.0,1.0,0,1,1
5760,45,1,3,15,African-American,0.0,1.0,0,1,1
5761,28,1,3,9,African-American,16.0,1.0,0,4,1
5762,28,1,3,9,African-American,16.0,1.0,0,4,1
5763,28,1,3,9,African-American,16.0,1.0,0,4,1
5764,28,1,3,9,African-American,16.0,1.0,0,4,1
5765,25,0,3,1,African-American,4.0,1.0,0,3,0
5766,21,1,8,1,African-American,0.0,0.0,1,8,1
5767,48,1,1,1,African-American,0.0,1.0,0,1,0
5768,37,1,2,1,Caucasian,0.0,1.0,0,3,0
5769,39,1,1,1,African-American,1.0,5.0,0,1,0
5770,24,1,6,3,African-American,0.0,3.0,0,6,1
5771,24,1,6,3,African-American,0.0,3.0,0,6,1
5772,24,1,6,3,African-American,0.0,3.0,0,6,1
5773,24,1,6,3,African-American,0.0,3.0,0,6,1
5774,24,1,6,3,African-American,0.0,3.0,0,6,1
5775,24,1,6,3,African-American,0.0,3.0,0,6,1
5776,51,0,1,2,Caucasian,1.0,4.0,0,1,0
5777,37,1,1,1,Caucasian,1.0,1.0,1,1,1
5778,39,1,3,1,Caucasian,0.0,4.0,0,4,0
5779,39,1,3,1,Caucasian,0.0,4.0,0,4,0
5780,39,1,3,1,Caucasian,0.0,4.0,0,4,0
5781,24,1,5,1,Caucasian,21.0,1.0,0,4,1
5782,24,1,5,1,Caucasian,21.0,1.0,0,4,1
5783,49,1,1,2,Other,0.0,1.0,0,1,0
5784,23,1,7,2,African-American,1.0,1.0,0,5,0
5785,31,1,6,7,African-American,0.0,2.0,0,4,0
5786,35,1,10,3,African-American,0.0,1120.0,1,10,1
5787,22,1,2,1,Other,0.0,1.0,0,3,0
5788,23,1,2,1,African-American,1.0,1.0,0,3,1
5789,43,1,3,1,Hispanic,29.0,1.0,0,2,0
5790,43,1,3,1,Hispanic,29.0,1.0,0,2,0
5791,69,0,1,0,Caucasian,0.0,1.0,0,1,-1
5792,37,0,2,0,African-American,0.0,0.0,0,1,0
5793,36,1,3,4,Caucasian,8.0,123.0,0,2,1
5794,36,1,3,4,Caucasian,8.0,123.0,0,2,1
5795,43,1,5,5,Caucasian,0.0,1.0,0,6,0
5796,28,1,8,6,African-American,1.0,1.0,0,3,1
5797,28,1,8,6,African-American,1.0,1.0,0,3,1
5798,28,1,8,6,African-American,1.0,1.0,0,3,1
5799,43,1,2,0,Caucasian,0.0,5.0,0,1,0
5800,43,1,2,0,Caucasian,0.0,5.0,0,1,0
5801,43,1,2,0,Caucasian,0.0,5.0,0,1,0
5802,27,0,7,2,African-American,1.0,1.0,0,5,0
5803,21,0,10,4,African-American,54.0,154.0,0,9,1
5804,21,0,10,4,African-American,54.0,154.0,0,9,1
5805,53,1,2,1,African-American,0.0,1.0,0,2,0
5806,27,0,4,2,African-American,1.0,14.0,0,3,1
5807,27,0,4,2,African-American,1.0,14.0,0,3,1
5808,27,0,4,2,African-American,1.0,14.0,0,3,1
5809,29,0,5,0,Caucasian,0.0,3.0,0,3,0
5810,39,1,1,0,Caucasian,2.0,1.0,0,1,0
5811,39,1,1,0,Caucasian,2.0,1.0,0,1,0
5812,47,1,7,22,African-American,1.0,1.0,0,2,1
5813,47,1,7,22,African-American,1.0,1.0,0,2,1
5814,47,1,7,22,African-American,1.0,1.0,0,2,1
5815,28,1,2,4,African-American,2.0,1.0,0,2,1
5816,27,0,7,3,African-American,0.0,1.0,0,4,0
5817,27,0,7,3,African-American,0.0,1.0,0,4,0
5818,27,0,7,3,African-American,0.0,1.0,0,4,0
5819,49,1,6,7,Caucasian,0.0,1.0,0,4,0
5820,36,1,1,2,Caucasian,0.0,4.0,0,1,0
5821,24,0,9,1,African-American,3.0,1.0,0,5,0
5822,24,0,9,1,African-American,3.0,1.0,0,5,0
5823,24,0,9,1,African-American,3.0,1.0,0,5,0
5824,24,0,9,1,African-American,3.0,1.0,0,5,0
5825,33,0,5,3,African-American,1.0,1.0,0,3,0
5826,35,1,2,0,Hispanic,1.0,1.0,0,1,0
5827,23,1,7,3,African-American,1.0,1.0,0,5,0
5828,26,1,2,2,African-American,1.0,1.0,0,3,0
5829,26,1,2,2,African-American,1.0,1.0,0,3,0
5830,22,1,10,8,African-American,110.0,1.0,0,10,0
5831,34,1,6,1,African-American,33.0,1.0,0,4,0
5832,35,1,1,1,African-American,6.0,1.0,0,2,0
5833,70,1,1,2,African-American,4.0,1.0,0,1,0
5834,31,1,4,7,African-American,54.0,1.0,0,4,1
5835,31,1,4,7,African-American,54.0,1.0,0,4,1
5836,31,1,4,7,African-American,54.0,1.0,0,4,1
5837,30,0,10,14,African-American,5.0,0.0,1,7,1
5838,30,0,10,14,African-American,5.0,0.0,1,7,1
5839,25,1,6,2,Caucasian,1.0,0.0,0,6,0
5840,24,1,10,6,African-American,1.0,1.0,0,9,1
5841,24,1,10,6,African-American,1.0,1.0,0,9,1
5842,24,1,10,6,African-American,1.0,1.0,0,9,1
5843,34,1,1,1,Hispanic,0.0,1.0,0,1,1
5844,24,1,8,2,African-American,11.0,81.0,0,9,0
5845,26,1,4,2,African-American,28.0,29.0,0,4,0
5846,61,1,9,19,African-American,5.0,2.0,0,6,0
5847,61,1,9,19,African-American,5.0,2.0,0,6,0
5848,26,1,8,7,African-American,0.0,49.0,0,6,0
5849,26,1,8,7,African-American,0.0,49.0,0,6,0
5850,60,1,1,0,Hispanic,1.0,1.0,0,1,0
5851,60,1,1,0,Hispanic,1.0,1.0,0,1,0
5852,20,0,5,0,African-American,0.0,1.0,0,7,0
5853,58,1,8,1,African-American,73.0,84.0,0,4,0
5854,36,1,9,10,Caucasian,84.0,95.0,0,4,1
5855,36,1,9,10,Caucasian,84.0,95.0,0,4,1
5856,36,1,9,10,Caucasian,84.0,95.0,0,4,1
5857,36,1,9,10,Caucasian,84.0,95.0,0,4,1
5858,36,1,9,10,Caucasian,84.0,95.0,0,4,1
5859,23,1,3,0,Caucasian,0.0,0.0,0,4,0
5860,26,1,7,5,African-American,6.0,1.0,1,6,1
5861,47,1,1,3,Other,0.0,1.0,0,1,0
5862,58,0,9,0,Caucasian,0.0,1.0,0,2,-1
5863,40,1,1,4,Caucasian,1.0,1.0,0,1,0
5864,40,1,1,4,Caucasian,1.0,1.0,0,1,0
5865,40,1,1,4,Caucasian,1.0,1.0,0,1,0
5866,28,1,3,1,Other,1.0,1.0,1,3,1
5867,49,1,1,1,Hispanic,5.0,1.0,0,1,1
5868,49,1,1,1,Hispanic,5.0,1.0,0,1,1
5869,19,0,9,0,African-American,1.0,1.0,0,10,0
5870,46,1,3,8,African-American,279.0,353.0,0,3,1
5871,46,1,3,8,African-American,279.0,353.0,0,3,1
5872,46,1,3,8,African-American,279.0,353.0,0,3,1
5873,25,0,3,1,Caucasian,0.0,1.0,0,3,0
5874,19,1,10,1,African-American,1.0,0.0,0,10,1
5875,19,1,10,1,African-American,1.0,0.0,0,10,1
5876,22,1,9,7,African-American,0.0,102.0,0,9,0
5877,22,1,9,7,African-American,0.0,102.0,0,9,0
5878,53,1,1,1,Caucasian,11.0,12.0,0,1,0
5879,20,1,6,0,African-American,0.0,1.0,0,6,-1
5880,20,1,6,0,African-American,0.0,1.0,0,6,-1
5881,56,1,2,5,Caucasian,8.0,45.0,0,1,0
5882,65,1,1,1,Caucasian,1.0,1.0,0,1,0
5883,49,0,1,0,Asian,0.0,1.0,0,1,-1
5884,24,0,3,0,African-American,0.0,1.0,0,3,0
5885,31,1,1,0,Hispanic,1.0,5.0,0,1,0
5886,21,0,3,0,Hispanic,0.0,1.0,0,4,0
5887,33,0,3,2,Caucasian,1.0,2.0,0,2,0
5888,33,0,3,2,Caucasian,1.0,2.0,0,2,0
5889,33,0,3,2,Caucasian,1.0,2.0,0,2,0
5890,27,1,3,0,Caucasian,0.0,1.0,0,2,-1
5891,26,1,10,8,Caucasian,41.0,1.0,1,7,1
5892,56,1,1,1,Caucasian,2.0,65.0,0,1,0
5893,32,1,2,2,Caucasian,0.0,1.0,0,2,0
5894,32,1,2,2,Caucasian,0.0,1.0,0,2,0
5895,32,1,2,2,Caucasian,0.0,1.0,0,2,0
5896,32,1,2,2,Caucasian,0.0,1.0,0,2,0
5897,25,1,2,0,Caucasian,3.0,0.0,1,3,1
5898,26,0,6,4,African-American,0.0,0.0,0,4,0
5899,26,0,6,4,African-American,0.0,0.0,0,4,0
5900,21,1,2,1,African-American,0.0,1.0,0,5,0
5901,21,1,2,1,African-American,0.0,1.0,0,5,0
5902,38,1,5,3,African-American,1.0,1.0,0,6,0
5903,23,1,2,0,Caucasian,1.0,4.0,0,3,1
5904,23,1,2,0,Caucasian,1.0,4.0,0,3,1
5905,67,1,1,4,African-American,0.0,173.0,0,1,0
5906,20,1,6,0,Caucasian,8.0,1.0,1,7,1
5907,39,0,1,4,Caucasian,1.0,2.0,0,1,1
5908,39,0,1,4,Caucasian,1.0,2.0,0,1,1
5909,24,1,2,1,African-American,6.0,1.0,1,3,1
5910,45,0,1,0,African-American,0.0,1.0,0,1,0
5911,23,1,2,0,Hispanic,0.0,1.0,0,3,0
5912,49,1,4,3,African-American,0.0,1.0,0,1,0
5913,28,0,2,1,Caucasian,0.0,230.0,0,2,0
5914,34,1,10,8,African-American,21.0,200.0,0,8,0
5915,34,1,10,8,African-American,21.0,200.0,0,8,0
5916,34,1,10,8,African-American,21.0,200.0,0,8,0
5917,34,1,10,8,African-American,21.0,200.0,0,8,0
5918,34,1,10,8,African-American,21.0,200.0,0,8,0
5919,31,1,7,7,African-American,77.0,1.0,0,7,1
5920,31,1,7,7,African-American,77.0,1.0,0,7,1
5921,31,1,7,7,African-American,77.0,1.0,0,7,1
5922,20,1,6,1,African-American,16.0,26.0,0,8,1
5923,20,1,6,1,African-American,16.0,26.0,0,8,1
5924,20,1,6,1,African-American,16.0,26.0,0,8,1
5925,20,1,6,1,African-American,16.0,26.0,0,8,1
5926,20,1,6,1,African-American,16.0,26.0,0,8,1
5927,28,1,3,0,Caucasian,13.0,0.0,0,2,0
5928,36,0,5,3,Caucasian,197.0,1.0,0,3,0
5929,36,0,5,3,Caucasian,197.0,1.0,0,3,0
5930,67,1,1,3,Caucasian,1.0,1.0,0,1,0
5931,37,1,8,11,African-American,221.0,1.0,0,6,0
5932,37,1,8,11,African-American,221.0,1.0,0,6,0
5933,33,1,1,0,Hispanic,1.0,0.0,0,1,0
5934,20,1,8,1,Hispanic,0.0,189.0,0,10,1
5935,20,1,8,1,Hispanic,0.0,189.0,0,10,1
5936,20,1,8,1,Hispanic,0.0,189.0,0,10,1
5937,36,1,7,3,Hispanic,33.0,1.0,0,4,0
5938,36,1,7,3,Hispanic,33.0,1.0,0,4,0
5939,54,1,1,2,Other,481.0,1.0,0,1,0
5940,40,1,3,4,Caucasian,78.0,72.0,0,4,0
5941,59,1,9,35,Caucasian,264.0,1.0,0,6,0
5942,52,1,1,0,African-American,0.0,1.0,0,1,0
5943,45,1,7,17,African-American,46.0,1.0,0,5,1
5944,45,1,7,17,African-American,46.0,1.0,0,5,1
5945,45,1,7,17,African-American,46.0,1.0,0,5,1
5946,27,1,7,8,African-American,1.0,1.0,0,4,1
5947,27,1,7,8,African-American,1.0,1.0,0,4,1
5948,42,1,1,0,Caucasian,0.0,1.0,0,1,-1
5949,22,1,9,1,Caucasian,1.0,1.0,0,9,0
5950,22,1,9,1,Caucasian,1.0,1.0,0,9,0
5951,22,1,9,1,Caucasian,1.0,1.0,0,9,0
5952,34,1,10,16,African-American,336.0,1.0,0,8,0
5953,36,1,7,9,Caucasian,0.0,42.0,0,3,0
5954,36,1,7,9,Caucasian,0.0,42.0,0,3,0
5955,20,1,3,0,African-American,1.0,5.0,0,6,0
5956,40,1,1,0,Caucasian,0.0,1.0,1,1,1
5957,30,1,8,1,Caucasian,0.0,0.0,1,6,1
5958,40,1,1,0,African-American,0.0,1.0,0,1,0
5959,42,1,1,1,African-American,0.0,1.0,0,1,0
5960,42,1,1,1,African-American,0.0,1.0,0,1,0
5961,24,1,3,2,African-American,1.0,0.0,0,4,1
5962,24,1,3,2,African-American,1.0,0.0,0,4,1
5963,44,1,1,0,African-American,0.0,1.0,0,1,0
5964,46,1,2,4,Caucasian,2.0,5.0,0,1,0
5965,38,1,3,4,African-American,1.0,1.0,0,2,0
5966,39,1,1,2,Hispanic,104.0,114.0,1,2,1
5967,25,1,2,0,Caucasian,0.0,3.0,0,3,0
5968,47,1,8,10,Caucasian,36.0,240.0,0,4,0
5969,47,1,8,10,Caucasian,36.0,240.0,0,4,0
5970,47,1,8,10,Caucasian,36.0,240.0,0,4,0
5971,26,1,5,0,Caucasian,1.0,1.0,0,4,0
5972,32,0,3,0,Hispanic,7.0,1.0,0,2,1
5973,21,1,10,0,Caucasian,0.0,2.0,0,9,0
5974,26,1,5,0,Caucasian,1.0,1.0,0,4,0
5975,54,1,1,1,Caucasian,1.0,1.0,0,1,1
5976,54,1,1,1,Caucasian,1.0,1.0,0,1,1
5977,63,1,1,0,African-American,0.0,1.0,0,1,0
5978,48,0,1,0,Caucasian,0.0,1.0,0,1,-1
5979,38,1,4,0,Caucasian,0.0,1.0,0,4,-1
5980,24,0,7,0,African-American,1.0,1.0,0,6,0
5981,35,0,3,3,Caucasian,0.0,12.0,0,1,0
5982,27,1,3,2,Hispanic,10.0,10.0,0,2,0
5983,25,1,1,1,Hispanic,1.0,1.0,0,2,0
5984,61,1,4,1,Caucasian,1.0,0.0,0,2,0
5985,51,1,4,1,African-American,0.0,1.0,0,1,1
5986,26,1,9,3,African-American,0.0,871.0,0,5,0
5987,57,1,1,0,Caucasian,27.0,1.0,0,1,0
5988,24,1,5,3,Caucasian,1.0,1.0,1,4,1
5989,34,1,1,1,African-American,0.0,1.0,0,2,0
5990,40,0,4,4,Other,21.0,22.0,0,1,0
5991,27,1,2,1,Hispanic,1.0,1.0,0,3,0
5992,28,0,7,10,African-American,3.0,36.0,0,4,1
5993,28,0,7,10,African-American,3.0,36.0,0,4,1
5994,28,0,7,10,African-American,3.0,36.0,0,4,1
5995,28,0,7,10,African-American,3.0,36.0,0,4,1
5996,35,1,8,10,African-American,0.0,1.0,1,3,1
5997,30,1,6,6,African-American,1.0,0.0,0,4,1
5998,53,1,5,1,Other,5.0,92.0,0,2,0
5999,53,1,5,1,Other,5.0,92.0,0,2,0
6000,53,1,5,1,Other,5.0,92.0,0,2,0
6001,44,1,1,0,African-American,1.0,1.0,0,2,0
6002,44,1,1,0,African-American,1.0,1.0,0,2,0
6003,55,1,1,0,Caucasian,0.0,1.0,0,1,0
6004,57,1,3,3,Caucasian,0.0,1117.0,0,1,1
6005,37,1,2,1,Asian,0.0,1.0,0,1,0
6006,37,1,2,1,Asian,0.0,1.0,0,1,0
6007,54,1,3,3,Caucasian,0.0,1.0,0,2,0
6008,45,1,6,1,African-American,0.0,1147.0,0,6,0
6009,45,1,6,1,African-American,0.0,1147.0,0,6,0
6010,61,1,6,10,Caucasian,22.0,1.0,0,5,0
6011,61,1,6,10,Caucasian,22.0,1.0,0,5,0
6012,61,1,6,10,Caucasian,22.0,1.0,0,5,0
6013,27,1,5,7,African-American,12.0,13.0,0,5,0
6014,22,1,8,2,Caucasian,366.0,1.0,0,8,0
6015,22,1,8,2,Caucasian,366.0,1.0,0,8,0
6016,26,1,9,1,African-American,0.0,1.0,0,7,1
6017,26,1,9,1,African-American,0.0,1.0,0,7,1
6018,26,1,9,1,African-American,0.0,1.0,0,7,1
6019,26,1,9,1,African-American,0.0,1.0,0,7,1
6020,29,1,6,4,African-American,173.0,0.0,0,6,0
6021,48,1,7,10,African-American,4.0,1.0,0,6,1
6022,48,1,7,10,African-American,4.0,1.0,0,6,1
6023,48,1,7,10,African-American,4.0,1.0,0,6,1
6024,42,1,1,4,African-American,0.0,2009.0,0,1,0
6025,42,1,1,4,African-American,0.0,2009.0,0,1,0
6026,38,1,8,10,Caucasian,0.0,1.0,0,2,1
6027,38,1,8,10,Caucasian,0.0,1.0,0,2,1
6028,38,1,8,10,Caucasian,0.0,1.0,0,2,1
6029,39,1,2,4,African-American,6.0,0.0,0,2,0
6030,39,1,2,4,African-American,6.0,0.0,0,2,0
6031,39,1,2,4,African-American,6.0,0.0,0,2,0
6032,39,1,2,4,African-American,6.0,0.0,0,2,0
6033,39,1,2,4,African-American,6.0,0.0,0,2,0
6034,53,0,1,0,Caucasian,0.0,1.0,0,1,0
6035,38,1,2,0,African-American,0.0,1.0,0,1,-1
6036,26,1,10,3,African-American,1.0,1.0,0,9,1
6037,26,1,10,3,African-American,1.0,1.0,0,9,1
6038,26,1,10,3,African-American,1.0,1.0,0,9,1
6039,24,1,8,4,Caucasian,36.0,0.0,0,8,0
6040,24,1,8,4,Caucasian,36.0,0.0,0,8,0
6041,24,1,8,4,Caucasian,36.0,0.0,0,8,0
6042,24,1,8,4,Caucasian,36.0,0.0,0,8,0
6043,24,1,8,4,Caucasian,36.0,0.0,0,8,0
6044,22,1,7,1,African-American,0.0,1.0,0,6,1
6045,22,1,7,1,African-American,0.0,1.0,0,6,1
6046,22,1,7,1,African-American,0.0,1.0,0,6,1
6047,22,1,7,1,African-American,0.0,1.0,0,6,1
6048,42,1,1,2,African-American,1.0,0.0,0,1,0
6049,50,1,7,0,Caucasian,30.0,1.0,0,2,0
6050,50,1,7,0,Caucasian,30.0,1.0,0,2,0
6051,44,1,7,16,Caucasian,81.0,1.0,0,3,0
6052,24,1,6,4,African-American,1.0,1.0,1,6,1
6053,24,1,6,4,African-American,1.0,1.0,1,6,1
6054,21,1,7,0,African-American,1.0,1.0,0,7,1
6055,21,1,7,0,African-American,1.0,1.0,0,7,1
6056,21,1,7,0,African-American,1.0,1.0,0,7,1
6057,50,1,1,0,Caucasian,2.0,1.0,0,1,0
6058,36,0,1,0,Caucasian,1.0,0.0,0,1,0
6059,30,1,6,2,African-American,0.0,694.0,0,4,0
6060,31,0,5,0,African-American,0.0,1.0,0,3,-1
6061,39,1,3,0,Caucasian,54.0,1.0,0,2,0
6062,24,0,4,2,African-American,13.0,90.0,0,4,0
6063,24,0,4,2,African-American,13.0,90.0,0,4,0
6064,54,0,6,7,African-American,18.0,1.0,0,1,0
6065,37,1,1,1,Caucasian,0.0,1.0,0,1,0
6066,28,1,1,0,African-American,0.0,1.0,0,2,-1
6067,29,1,2,0,African-American,0.0,1.0,0,2,0
6068,24,1,7,7,African-American,28.0,112.0,0,7,0
6069,24,1,7,7,African-American,28.0,112.0,0,7,0
6070,26,1,6,0,Caucasian,0.0,1.0,0,2,0
6071,41,1,4,3,African-American,1.0,1.0,0,2,1
6072,41,1,4,3,African-American,1.0,1.0,0,2,1
6073,23,1,6,1,African-American,2.0,1.0,0,5,1
6074,23,1,6,1,African-American,2.0,1.0,0,5,1
6075,50,1,1,0,African-American,0.0,1.0,0,1,-1
6076,34,1,1,0,Caucasian,0.0,1.0,0,2,0
6077,31,1,7,11,Caucasian,11.0,1.0,0,9,1
6078,31,1,7,11,Caucasian,11.0,1.0,0,9,1
6079,20,1,3,0,African-American,1.0,1.0,0,6,0
6080,49,1,6,10,African-American,43.0,1.0,0,3,1
6081,49,1,6,10,African-American,43.0,1.0,0,3,1
6082,26,1,8,4,African-American,0.0,0.0,1,6,1
6083,26,1,8,4,African-American,0.0,0.0,1,6,1
6084,39,1,6,2,Caucasian,0.0,863.0,0,2,0
6085,23,1,4,1,Other,0.0,1143.0,0,5,0
6086,28,1,4,1,African-American,0.0,1.0,0,2,1
6087,28,1,4,1,African-American,0.0,1.0,0,2,1
6088,26,1,2,0,African-American,0.0,1.0,0,3,0
6089,39,0,6,1,Hispanic,29.0,31.0,0,3,0
6090,55,1,4,1,African-American,0.0,1.0,0,1,0
6091,22,1,9,0,African-American,2.0,1.0,0,7,0
6092,26,0,4,0,African-American,1.0,1.0,0,3,0
6093,56,1,1,0,Other,1.0,0.0,0,1,0
6094,66,1,1,1,Caucasian,167.0,1.0,0,2,0
6095,66,1,1,1,Caucasian,167.0,1.0,0,2,0
6096,46,1,3,2,Other,1.0,1.0,0,4,0
6097,58,1,6,16,African-American,68.0,1.0,0,3,1
6098,58,1,6,16,African-American,68.0,1.0,0,3,1
6099,28,1,7,4,African-American,29.0,1.0,0,9,0
6100,33,1,6,8,African-American,1.0,1.0,0,5,1
6101,39,1,1,0,Hispanic,0.0,1.0,0,1,-1
6102,34,1,5,1,African-American,1.0,1.0,0,1,0
6103,34,1,5,1,African-American,1.0,1.0,0,1,0
6104,31,0,2,0,African-American,0.0,1.0,0,2,0
6105,26,1,5,1,African-American,0.0,0.0,0,4,0
6106,35,1,5,4,African-American,0.0,722.0,0,2,0
6107,41,0,7,12,Caucasian,10.0,45.0,1,5,1
6108,42,1,2,5,African-American,58.0,1.0,0,1,0
6109,42,1,2,5,African-American,58.0,1.0,0,1,0
6110,34,1,1,0,Caucasian,0.0,1.0,0,1,0
6111,29,1,9,9,African-American,1.0,1.0,0,7,0
6112,33,1,1,0,Other,1.0,1.0,0,1,0
6113,32,0,2,0,African-American,0.0,1.0,0,1,0
6114,37,1,6,9,African-American,1.0,1.0,1,9,1
6115,50,1,5,1,African-American,0.0,22.0,0,5,0
6116,22,0,5,0,African-American,2.0,0.0,0,5,0
6117,35,1,2,1,Caucasian,2.0,1.0,0,1,0
6118,47,0,3,0,Caucasian,4.0,6.0,0,1,1
6119,47,0,3,0,Caucasian,4.0,6.0,0,1,1
6120,26,1,4,1,Caucasian,0.0,39.0,0,3,0
6121,52,0,9,8,African-American,43.0,1.0,0,7,0
6122,52,0,9,8,African-American,43.0,1.0,0,7,0
6123,52,0,9,8,African-American,43.0,1.0,0,7,0
6124,27,0,4,3,African-American,2.0,2.0,0,4,0
6125,29,1,4,0,Caucasian,0.0,1.0,0,3,-1
6126,26,1,7,5,African-American,6.0,1.0,1,7,1
6127,26,1,7,5,African-American,6.0,1.0,1,7,1
6128,36,1,9,1,African-American,0.0,3665.0,1,6,1
6129,24,1,5,0,African-American,2.0,1.0,0,4,0
6130,45,1,1,13,African-American,0.0,1.0,0,1,1
6131,29,1,4,0,African-American,0.0,1.0,0,5,-1
6132,29,1,1,1,African-American,4.0,36.0,0,2,0
6133,48,1,3,2,Caucasian,9.0,1.0,0,2,0
6134,19,1,9,0,Other,1.0,1.0,1,9,1
6135,41,1,2,8,African-American,1.0,1.0,0,4,1
6136,41,1,2,8,African-American,1.0,1.0,0,4,1
6137,41,1,2,8,African-American,1.0,1.0,0,4,1
6138,24,1,2,0,African-American,1.0,1.0,0,3,0
6139,24,1,2,0,African-American,1.0,1.0,0,3,0
6140,49,1,2,6,Caucasian,3.0,1.0,0,2,0
6141,29,1,3,4,African-American,3.0,5.0,0,2,0
6142,21,1,9,1,African-American,1.0,1.0,0,8,1
6143,54,1,1,0,Caucasian,0.0,1.0,0,2,0
6144,49,1,1,0,Caucasian,73.0,1.0,0,1,0
6145,49,1,1,0,Caucasian,73.0,1.0,0,1,0
6146,42,1,2,1,Caucasian,292.0,0.0,0,1,0
6147,42,1,2,1,Caucasian,292.0,0.0,0,1,0
6148,21,1,4,1,African-American,1.0,0.0,0,6,1
6149,21,1,4,1,African-American,1.0,0.0,0,6,1
6150,21,1,4,1,African-American,1.0,0.0,0,6,1
6151,21,1,4,1,African-American,1.0,0.0,0,6,1
6152,21,1,4,1,African-American,1.0,0.0,0,6,1
6153,21,1,4,1,African-American,1.0,0.0,0,6,1
6154,21,1,4,1,African-American,1.0,0.0,0,6,1
6155,21,1,4,1,African-American,1.0,0.0,0,6,1
6156,61,1,4,30,African-American,49.0,56.0,0,2,0
6157,46,1,8,5,Caucasian,1.0,0.0,0,3,1
6158,46,1,8,5,Caucasian,1.0,0.0,0,3,1
6159,46,1,8,5,Caucasian,1.0,0.0,0,3,1
6160,46,1,8,5,Caucasian,1.0,0.0,0,3,1
6161,74,1,1,0,Caucasian,0.0,1.0,0,1,0
6162,38,0,1,0,Hispanic,0.0,0.0,0,1,0
6163,75,1,1,2,Caucasian,0.0,58.0,0,1,0
6164,39,0,1,1,African-American,0.0,0.0,0,1,0
6165,43,1,1,3,Caucasian,3.0,1.0,0,1,0
6166,39,0,-1,0,Caucasian,1.0,1.0,0,1,0
6167,38,0,1,0,African-American,4.0,1.0,0,1,0
6168,19,1,7,1,African-American,1.0,1.0,0,9,1
6169,19,1,7,1,African-American,1.0,1.0,0,9,1
6170,19,1,7,1,African-American,1.0,1.0,0,9,1
6171,19,1,7,1,African-American,1.0,1.0,0,9,1
6172,28,1,2,0,Caucasian,1.0,1.0,0,3,1
6173,28,1,2,0,Caucasian,1.0,1.0,0,3,1
6174,53,1,1,2,African-American,0.0,1596.0,0,1,0
6175,25,1,6,1,African-American,28.0,1.0,0,5,1
6176,25,1,6,1,African-American,28.0,1.0,0,5,1
6177,53,1,1,1,Caucasian,0.0,1.0,0,1,0
6178,27,1,2,0,African-American,3.0,1.0,0,2,0
6179,53,1,7,4,African-American,0.0,381.0,0,1,0
6180,32,1,5,8,Caucasian,0.0,1.0,0,5,0
6181,57,1,1,3,Caucasian,41.0,421.0,0,1,0
6182,57,1,1,3,Caucasian,41.0,421.0,0,1,0
6183,23,1,9,2,African-American,76.0,1.0,0,9,0
6184,55,1,9,33,Caucasian,242.0,1.0,0,3,1
6185,55,1,9,33,Caucasian,242.0,1.0,0,3,1
6186,55,1,9,33,Caucasian,242.0,1.0,0,3,1
6187,55,1,9,33,Caucasian,242.0,1.0,0,3,1
6188,64,0,1,1,Caucasian,1.0,1.0,0,1,0
6189,23,1,7,1,African-American,27.0,1.0,0,6,1
6190,23,1,7,1,African-American,27.0,1.0,0,6,1
6191,23,1,7,1,African-American,27.0,1.0,0,6,1
